id,topic,prob
CA582B3F191F,7,1.0
4933B56F9E7B,0,1.0
B5113469D13C,3,1.0
E09064F496DF,0,1.0
11B1A5FB25A8,16,0.6281191218955051
26C3C02A1614,1,1.0
19C571180C49,6,1.0
2DFFB145BE07,0,1.0
C584DEDB2BAB,7,1.0
3FD462C874BF,8,1.0
CFCB9135F1BF,16,1.0
FE9AB60822CA,1,1.0
66BB82BD76B2,8,1.0
E627C066A0F1,1,1.0
616F112B59F4,9,0.7312600111130396
C7FA88E9DF3B,6,0.8691951287195423
BF0241C10324,12,0.6667224622132333
AB5D77D7E5A1,5,0.9573817740162365
9DBB8B0C3367,14,1.0
520545C18283,0,1.0
EB793B72A8C4,11,1.0
711483807C59,1,0.9709359564604657
27347E260F1C,5,0.5521152387165806
6621856784A9,9,1.0
D40B940B5A4D,3,0.8721741924750871
2D9481E29A45,0,1.0
D7C33D289E26,8,1.0
325B922888A7,2,0.9864699051728156
6770F94889E2,8,1.0
A814BD710140,7,0.4722904812964836
69CF251771E1,8,0.957574105785509
B93581E854BD,1,1.0
1F58CB4D5847,7,0.9303861311225757
C133EB596A40,3,1.0
37A7110DB0C7,11,1.0
8DA0B80420FC,6,1.0
0195CE164102,0,1.0
3712A5E56380,0,1.0
1B1FBDE25C2C,1,1.0
7388CA48B5E1,0,1.0
FC1E77760D5F,3,1.0
F57B42D73FEA,3,0.850438924581289
7203112033A1,4,0.5156751899704822
F15EC33EC261,0,1.0
F3580A6BAFA8,10,0.6162699862498546
88E81B040A5A,0,1.0
F71A1E42E4B5,8,1.0
3D97B580A127,0,1.0
9500B623A6AC,1,1.0
BC0D9F77A3DA,11,1.0
4C0EB60473E1,1,0.9637336417540737
75AADDF98A77,14,1.0
B64898B85B89,12,0.7444041979895203
7BE2D386E765,3,1.0
34B96B0F6EBD,13,1.0
59A14F276C3E,6,1.0
D68F66581BF1,9,0.7669037683058073
5137514F130A,0,1.0
25FA01853A35,1,1.0
B6B2D2FC8F3D,11,0.9048546597039868
5EB7A0B134B4,4,1.0
ECE0D33B9B85,4,1.0
346D40A69BBF,0,1.0
21A162D4B0CB,0,1.0
C319BB7948FB,8,1.0
786C86C9ACFE,0,1.0
6BBD726B840E,0,1.0
46E97FDCA469,8,1.0
DC67C20F18B4,5,0.7518523201929095
95A558C8882D,2,1.0
EBBA36F7459C,7,0.8626143190336346
5C7AF7C12082,4,0.6208973155213261
7C06DE3320C2,0,1.0
876A650B692E,4,1.0
94E1D46A0544,11,0.7351980040387595
6A988A538ED8,12,1.0
7D5909D8FBA3,5,0.9106683855924761
8E938A38BA43,0,1.0
8A8B13591181,10,0.9901144256117809
04ACF5873DE9,3,1.0
E978E759F26B,1,1.0
74A95DB15E93,5,0.8086729436895952
D1E865DE0A88,15,0.8716425864730988
B38CEB26C2AB,7,1.0
200AA7A37060,6,0.9257916777399577
FB528A6DAF0C,13,0.49182520589325934
D040AD700709,0,0.7932173277946053
321FA7E39731,0,1.0
9F7BAFDB7636,2,1.0
473FF163E44A,4,1.0
05E95229344B,11,1.0
3A7412AECF21,1,1.0
FE4703854EB4,0,1.0
007E0CBA8852,7,1.0
56AC4BE71C2F,4,0.7107781040456005
54351180CD4F,3,1.0
7450531F9573,7,0.6751187001577376
5E85F1FB4E22,8,0.8460171521546463
9A0B8CB86C16,3,0.9023488306079611
300B76F37D8E,12,1.0
971D0C1C75F0,12,0.7225729608268573
1EFA2916E5A8,5,1.0
7B64BC831CD9,12,1.0
CC06612E842A,11,1.0
387867C1B5CE,3,1.0
65590D44B68A,13,0.4331004367862644
2B4A794ED0D8,0,1.0
490867E5D019,6,0.9678549581436418
242E9BA55C0C,4,1.0
71FD8098572A,3,0.9824953164000699
3B59052B8DAF,1,1.0
4C6B05BD5A81,4,1.0
3F8C4D2CA16E,0,1.0
B0846915EE1A,0,1.0
0959BDBD0FB4,7,1.0
CF9FB3659686,11,1.0
6D70F7B79D16,0,1.0
03CD4C5553A4,12,0.9234666055498172
3A98BE969D1F,11,0.6386724407071083
3A40FAC3D585,3,1.0
3BB86ECD4F58,1,1.0
1C592378CBD1,6,1.0
DEEAFEA856D5,0,1.0
C79753F72EF8,3,1.0
BD195459F3B9,3,0.6538012768516626
FB8C67F0AC92,2,1.0
FAFDA54C78E1,12,0.48152818303028744
B799DAFE0950,7,1.0
AC7C84C2A13E,6,1.0
727DE3CD0AEC,15,0.40199831227271776
4AEA13D034F3,1,1.0
7301B174090E,12,0.7501093008877127
2A7C4A1CBA41,11,1.0
0B5BFD4E5904,5,0.6108591247039209
D0B6CE1FA38E,2,0.9960572082121418
A803835B8164,0,1.0
23C6ED53A179,7,1.0
4E2B21AF8C1D,1,1.0
C05809232F0E,6,1.0
2723DB12AC00,4,1.0
3CA61DE9B5C6,9,1.0
EE6DDAF8FD20,9,0.6637992560731859
899E6252BD6F,2,0.6813552651608099
FE47325AD93F,1,1.0
7F89720B3C67,0,1.0
0F2199921C33,6,0.8659018565401215
F503C7DC334F,0,1.0
870D9B35F20A,0,1.0
1C7FDCD3337C,0,1.0
37FC9DB2D1DB,6,1.0
F744ABAAC3FB,0,1.0
8C9A286F5351,3,1.0
A620127943B6,11,0.5487589725122747
9888F16554D5,8,1.0
116FB053BEC7,0,1.0
B651AEF954C3,7,1.0
75C2D5CE58D0,11,0.934137129762054
02F89B4E55CF,8,1.0
7091F3705B94,1,1.0
CDBECBAD7FCE,1,1.0
AF5C9DA63FB1,0,1.0
89A2F3489EC7,10,1.0
E8FF0D2483FE,7,1.0
75A613E09762,1,1.0
9F83C5864EB0,2,0.7271113809331075
A615D47180DF,2,0.987621922359495
EC1D25B7A42E,4,0.9733495393042035
65991D1DA389,9,0.9417826192922785
515E8B741A54,0,1.0
8B19F3C51A0E,2,0.9019913782473454
B0007528CB4A,2,0.8842004433353543
076FE42102A1,9,1.0
A66B5A9D1F00,7,1.0
7D5D980FD05F,4,0.78652187223022
2F9C2FCB6880,5,0.9508202180041266
B3526897360F,5,0.9350480309398004
E27F2BAC8CD9,10,1.0
264C52745EE1,5,0.6878659915495184
67569429BA4F,0,1.0
3713AC622BFF,2,0.7376293698898814
6874FC63CF20,8,1.0
66D810E0A3D1,9,1.0
1A04C4505577,6,0.9395530681329427
1EC48C7220A9,15,0.546309485120304
839FDA058989,3,0.8768144583660605
4DB034BFB641,1,0.9736948712564021
2D13EF90C1FA,2,0.8170873134686975
77CF3644F240,1,1.0
54AB7FB037B1,16,0.43831586827418934
970A1848B187,3,1.0
DA5E92093978,1,0.9560123865714768
7CE58A7E90FD,3,1.0
27E6536433B9,11,1.0
4676279E486E,8,0.6320083745182425
3583374DF150,0,1.0
710819DE9003,5,0.49956876119440663
BE88F40828C4,0,1.0
BECFCA5BFABD,5,0.5480766351089191
F359E262A14A,4,1.0
14D6911BF51D,9,0.957525207978601
327077093C68,2,0.9073462327452586
958BACFAF66B,2,0.8952353703046005
02DACD6071FD,13,0.9340195219300066
B4FD96336393,2,0.8720545980659992
9DC1EE4E5674,1,0.9596341606397866
72B22E89D0EE,5,0.7537814138633372
4E83F1166BA9,0,1.0
3ECE3D9AD865,7,1.0
1E7C6D8AB2A2,9,0.8550540212220478
907B493FEF99,4,1.0
2BC448B88B54,3,1.0
D8D1FA118E4A,2,1.0
F20C7101F09D,0,1.0
2CF5EC4E36F2,1,0.5632678368066039
7E0264CD0ADF,0,1.0
1A5D1D1C4F14,8,1.0
4E6D9C9F9318,4,1.0
D7F4D3366332,1,0.8876519066086936
3D303A57E7A4,11,1.0
F36CC3998B8C,0,1.0
5C69070E1E48,4,1.0
CA4E67209D3C,7,0.9506266050103482
CA4E39042770,4,1.0
3FF2F530D590,0,1.0
5D5F108C0FC9,5,1.0
B65873355FA8,0,0.6759510512445994
A5DA0D5410DE,11,0.718545914608155
84FFEF07FB0D,3,1.0
082598CC8955,9,1.0
70ED039EAD61,11,1.0
04147BBED91A,1,1.0
7A0C11980EB8,2,0.8170491970132105
E98407C4200B,13,1.0
371834E7E1DD,0,1.0
46299FE45972,2,1.0
23AB013DC336,13,1.0
50BCAECC0F0B,7,0.8941335046890283
1E5EFF5360E2,3,1.0
995330686089,1,1.0
B374D93D2A76,0,0.7115165834515089
7EEC55B04308,5,0.6733232616233367
712A59B74C91,0,0.7897213048396077
65D771A9D1FD,4,1.0
D4442F757F02,5,0.865036283806304
605DDEFB7A40,0,1.0
9E24FDD5A196,4,0.8135106412476057
B717EF32EE00,8,1.0
764CF7C9DF70,4,1.0
1B2470F552CC,1,1.0
F9448F4CD1E8,10,1.0
DCABFA6AD5AE,6,1.0
7E6236F28B06,2,0.90509385556964
6D1FB567121E,6,1.0
B321A3B98AB5,0,1.0
2F9499C7A36E,8,1.0
3C0AD7817D49,1,0.9919030867442536
C4C6482B9C24,2,1.0
C83EB6623D24,5,0.9871782250570315
A5A55FE930C4,4,1.0
68D87C1576F3,2,1.0
F456754DA472,3,0.9268316008327268
6A088E8BBE02,0,1.0
2BA422F3619F,4,1.0
DFD1805B8F93,2,1.0
9CB26CEEE2D7,5,1.0
96B8F7A4DAB9,9,1.0
04CD9AA9ECC5,2,0.7925850342401286
5B2EAD37D5A8,3,1.0
A92899103F3B,1,0.8190881793211924
6B030715E953,11,1.0
3978B5847C18,0,0.9501075174723428
082E19093947,6,1.0
811B878CE2C1,13,0.8937499779567754
5FFA4762D642,0,1.0
2F7B32094BCD,5,0.9612677159906186
63687EA6EB28,3,1.0
65922C6DA1B8,8,1.0
131614E5C301,10,1.0
19C2D7C5171D,1,1.0
81EB648B5B51,4,1.0
390900163076,3,1.0
C5A56B482FAA,12,0.6859909103109014
A8C8456C352B,1,1.0
DD2345CB8055,0,1.0
6C3788371B29,10,1.0
BF3CC3305C55,7,1.0
F2A79A33B020,3,0.9400928976470048
14B366E0D9CA,1,1.0
A0448AC8783F,7,0.6861104761891175
01B52B1D14F8,1,0.7437342110866239
3A777021089B,11,1.0
91962F622C5A,5,1.0
BC2CAB7DB6F0,12,1.0
71E9F0BA4A2D,17,0.8296587251552527
287F79B6D6F6,4,0.9875390723026122
7EC34F21069A,10,1.0
6D43A188D1DD,7,1.0
CA5DB05415A5,14,0.9426951890590807
312D8CFDF5DF,0,1.0
2D5F50B0E765,11,1.0
8BEA456945B0,11,0.5626185238923948
B37483011EC6,0,1.0
61C3ADEA1DD5,3,0.9819727719863258
0C2CD7E1B791,0,1.0
FBE4AAD08E49,3,1.0
DA8C8A4E3A3E,3,0.8174018624995336
4478B3244F49,0,1.0
1313ADFE62C6,11,1.0
F8FB4470A52F,0,1.0
0CA9AC7879C9,0,0.7567525691833058
A49E1A5FA91B,0,1.0
C0B83D85BAFD,2,0.6325502556620365
B437EB073109,2,1.0
4ED5C9162A01,5,0.9126563237882099
18EDFBD73F06,7,1.0
3AD47B68A985,0,1.0
7BE3B580C5DB,2,1.0
2181C567F6B0,12,1.0
34263BB26432,16,0.4391241828875558
F6CFA4C7247B,3,1.0
1028F5A588AA,1,1.0
5C742ECB809D,4,0.8060673861424303
E6FDA0489273,16,0.6099005758875776
AC38AA9C5E8B,3,1.0
DB9CAE4A0E72,4,1.0
78D5951B96C5,5,0.8137424906813073
EC729FFD9332,0,1.0
C70EE5903373,16,0.4767586664898817
D5D1E85B3EC4,1,0.6468927275692411
9C1132980450,8,1.0
E068A1BBFE50,0,1.0
F57F48291B12,5,0.6420700574122373
2BB1B9853257,5,0.8428858667096336
13AF1E268C99,4,1.0
DB20FBDA9A19,8,1.0
E2669D67879F,12,1.0
758703E5BF73,6,1.0
33E67D072963,5,1.0
6FC359E7AFD1,9,1.0
A4E6E2D5658D,6,1.0
B1687066F985,4,0.7752655180384701
A394F82B98D2,2,1.0
146550E45D18,0,1.0
53986279FB2A,15,0.9067144528847856
5A3BABA1AE21,6,1.0
A47BE7BB6F08,0,1.0
85417E9C78E7,0,1.0
3B10FD21BF95,2,1.0
B8476CE22AF9,2,0.8109001033051485
A44F6859B4D8,12,0.4615167957901836
C4118746172C,6,1.0
2375E96B7653,5,0.6733232616233367
476E07AEA488,2,1.0
61A0FEA827E4,6,1.0
8FE2640ACE99,0,1.0
D8C3DD3A74F1,4,0.7601971669107138
BAAE75D65C1D,9,1.0
8A3F92425ECC,0,1.0
A4F0BACE1010,1,0.8759337320163054
C9AC065BB597,3,1.0
7D577B9D3888,11,1.0
0C95E489AC08,16,0.6927546234083715
5940D91292F8,7,0.9499355187642642
1669F1CC90D9,12,0.9730783125682975
5D0C75BD050F,17,1.0
148CA62EF887,0,1.0
F33EB52BBB43,0,1.0
0E550CD08832,0,1.0
AB2D3DFD55CD,1,1.0
2B557F0EF764,4,1.0
48D1D86D5110,0,1.0
133299B36ADF,3,1.0
13E8EE063566,10,0.8348050000194032
4F84013E9056,0,1.0
2CFF8146A4BC,7,1.0
07ECEB4E4BE1,2,0.8119721734400032
5977CABF7057,8,0.7659389231981659
806100760821,10,0.8886225051150223
9BDB556267D8,0,1.0
B94059412B2C,11,0.9363555938029879
086603D5B319,11,1.0
E2B2ABB01662,1,1.0
93D2F780054B,8,0.9637850075971292
02DD203E0599,14,1.0
73B7AA4CFB1C,9,0.6184459549878765
219F04FD37B6,8,1.0
61607C674FA3,1,0.9203950570940015
EB8B27A81300,2,0.9363183831638053
0B81C3067FF2,2,0.816099643858751
CB774DEF3A4B,2,1.0
2CCC9DCFE253,0,1.0
87F529DB9D27,0,1.0
294C41270CAB,4,1.0
11B9AC1814C8,2,1.0
00944C693682,10,1.0
EC12EE97A834,-1,0.0
C802F00716E0,5,0.9320052920884565
81EE0A1746B9,1,0.873178900342561
66CBBA95F7C0,6,1.0
B07F2237C606,1,1.0
FF01B32BAC3E,1,1.0
10BD74EB207B,0,1.0
E1BFD7E344FA,1,0.9540657794876874
DD1D41CC5388,7,0.889138649555686
07D0B701C682,3,1.0
5E879A28D710,1,1.0
D3E0089B305C,1,1.0
44D318388E8C,11,1.0
0F10DC1AE015,11,1.0
09281EFF7A66,0,1.0
2FE74FFEB8A3,0,1.0
6F5B58C28A2D,8,1.0
331CA007D0AD,7,1.0
32AA6576C80B,3,1.0
FFD97A99CEBA,1,1.0
436CA2153EB6,0,1.0
028A2B1C73AF,3,0.7834290117001709
89D979169B57,11,1.0
DBB077A0818A,14,1.0
572236CAAFCE,11,1.0
B39FCEF07F51,0,0.6719488360437234
5FF1D599D746,12,0.5079469646571989
D5667559AD62,3,1.0
D228AB564BF6,6,1.0
C9D717A3D912,0,0.8166323702392454
E1464913F4ED,5,0.8911296963010659
4645167FB476,5,0.8387636324746348
76CDE9069DBE,6,0.9315568014318807
96B312BD472F,6,1.0
6ECD533A72F4,8,1.0
9D42FF4BDA82,2,0.9072293665108287
80F8A9574B21,0,1.0
6198205BB70E,6,1.0
7811A36C87ED,5,0.6733232616233367
F8706CB01394,0,1.0
9C88B308AF78,3,1.0
8555ED31A266,2,0.7004084711464907
40936430B82D,1,1.0
A3960A410B74,0,1.0
757E9E1595A7,5,1.0
5402D8B83297,6,1.0
053DA7D0417B,0,1.0
00066EA9880D,8,1.0
F1CE49620429,0,1.0
B948C72229B3,7,1.0
99EBD3D71311,6,1.0
CF882151082B,11,1.0
A37EC2666F34,0,1.0
912848EF6E5E,2,0.9412641449286181
42F881EA857A,0,1.0
2F523DD862F0,10,1.0
855398650C01,1,0.8674804115386724
D04FFF579D2D,2,0.7208220800103328
14CD7481EF35,7,1.0
65C8F881F296,12,1.0
ADDA081EE98A,0,1.0
BA2C7291BBFA,5,0.7683161683059934
9A8B992CE622,1,0.9154438196223312
A38187259EEE,4,1.0
5163679C254B,5,0.962525312372608
2C021FD670EB,5,0.8467488692821593
C25E3A9AA408,4,1.0
C3C4D847175E,0,1.0
A5DDC612408C,9,0.7093906386257856
05B3CD46C701,8,0.8013442643187274
84AD2A5BF53E,0,1.0
D972C6918584,9,1.0
7A40839A44E2,8,0.968948903222674
1BF9FD62E30B,7,1.0
B5CBE846C3F7,4,0.907803107635274
DF890FC7D48F,12,0.4677355177550284
8E6CB58E9762,0,1.0
3F949C10F639,2,0.9626495512208268
171E655CC8F1,4,0.815268117784015
F324DBEBCAFA,1,0.9920047646997664
FB56AA75F65F,7,1.0
164F2115421D,0,1.0
5A1EAD973EF6,1,1.0
DBC53691CD0A,4,0.8755235351905545
223370B9F564,5,0.651510356714415
D6B40BD81818,2,1.0
1CF48E3DD535,2,1.0
C955208BEEC3,5,0.8204597884310706
8D2688E8706E,8,0.5804797446584864
619224AA3A9A,2,1.0
80619550D955,5,0.7199937924401298
91E61EF42E33,5,0.677441270587342
1006FE578078,11,1.0
AF66DEECF5A6,2,1.0
E079C8DE0D1E,9,0.5851932526675173
07A023BE2629,4,1.0
1BC1E6EAB178,2,1.0
B168CD238CA1,0,1.0
E0A3FC64B7D3,0,1.0
6FCD57CA5E41,0,1.0
62AD0D768FD8,8,0.9026587639202414
2DFE8246A388,12,1.0
5FE67C1664B6,3,0.9016370976106913
2B7612A3D793,0,0.9603896124675255
DFB074E89515,11,0.718545914608155
A7431EE1E25B,2,1.0
9F7080A8AC9E,0,1.0
B211B7A637A9,12,0.8802526289047954
A67A947BBFB7,0,1.0
4B39C0D759AA,9,0.958518195818858
681279579E8A,5,1.0
B111395C3C6E,5,0.5042058951738125
19AEDCFA6EF1,0,1.0
E5EA551C69CF,0,1.0
53653D0A6CBD,13,1.0
F92664C55FBB,14,0.8158278529053136
DCC03D6E1A60,11,0.8014019285863311
9CE836599EEE,0,1.0
0F3F6283B13B,3,1.0
4BA61396D272,0,0.9516310752997316
465810444E5F,5,0.8947141458705627
E3A519D05CE5,9,0.9124774774962169
3D26F9BC9F2C,15,0.22134757536993005
BEE54D4D2B79,7,1.0
EEC492D89CEB,10,1.0
E81B29CC415E,8,1.0
0ED86BD7C2F0,15,0.5876350019243246
CB2385831D75,8,0.6632137191543046
BA71F335957F,2,0.7148767663171228
AC588B53A805,3,1.0
1385E7A90736,7,1.0
E57528C2CF2E,3,1.0
E76B78A22B99,3,0.9395416597536784
A6B380D5DEBB,9,1.0
C5162A975732,4,0.7124877823066892
850401568E9C,0,1.0
81587E82D64B,1,0.846200814654764
12C8F1E791D6,8,1.0
30293E16144E,0,1.0
EDEB83CB57BB,8,0.8467754186636223
B3A666840EE1,0,1.0
3F15318ECD44,0,1.0
9E502030CA7E,8,0.9026587639202414
6120EF6FC0BF,6,1.0
C8126FF37E55,2,0.7886056717066208
D9B24103EA38,4,1.0
B8B5B46DA523,2,0.87431049979645
F3A197A8348C,9,1.0
5D24FD22556E,5,1.0
6C5A6D1D0C13,0,1.0
A3041B0D7D5E,2,0.7953828542433403
E570BB4A5B5B,10,1.0
F50D3D001E67,12,0.3167199003192308
4722B4D2C6E7,4,1.0
CFA59480F8C5,0,1.0
505A9D10C001,8,1.0
E24F801F1C4A,7,1.0
26F5F129E53A,0,1.0
3EEBAD2DC744,2,0.9864699051728156
E4124ED1046C,3,1.0
C380E7F27492,0,1.0
297F3F4B6B58,0,1.0
430762044028,4,0.9318991512029541
7E8238B5BA1C,4,0.7767419264108155
2B48EAC02BF3,2,1.0
D3F5104B809F,1,0.887001343083722
64F7C12F6811,14,0.3873617613874732
3C2FB67A96CB,1,1.0
2B7A8D15B50C,3,0.9800495349551291
9F9FBC5BF6B3,6,1.0
F280DC36C974,1,1.0
3A00AE848492,3,1.0
A9694C187893,0,1.0
72705C852528,3,1.0
ECFF63C8CC8C,1,1.0
0DC3BDC76434,2,0.752554194282576
2DBFE64834A2,8,0.9014336086177763
09DB075C4ACE,1,1.0
63FEB8D784FD,0,1.0
9CC05FDD1C8F,9,0.9409856950293478
87A6EF3113C6,2,1.0
465E5E04956D,13,0.6615843259894172
92CB9173A201,3,1.0
3671DB5110C0,12,1.0
0E185FDC7CCE,13,0.7926281938170967
CE3C25E291B2,1,1.0
9922F6B9A55B,1,1.0
D9B85CAE8834,0,1.0
A7AF38D7EB8F,1,0.8979753901595579
C295FC9B8627,2,1.0
E595E218D423,13,1.0
CEF86741E2C5,0,1.0
15C47E28278D,1,0.9712949672058514
6BFE57AA416B,6,1.0
30C6A72F5821,0,1.0
BAC5264E2DCE,6,0.8071049503012611
26E218908B4C,6,1.0
2E8CD9C797B3,9,1.0
E243F4B2D0FA,0,1.0
887BBBE0CCC5,1,1.0
CE64FA08E4CF,5,0.6733232616233367
7614540E8571,7,0.3509718559082545
3BD1B5A4F714,5,0.8466767478993427
8AEFE911A7ED,5,1.0
DA86BC9B9FB6,4,1.0
3AA63F8F7D47,2,0.7023046692873121
090D5AC33481,14,1.0
2CFBD4AA7BE5,11,0.9463547119981621
C33B92E8D3FE,2,0.8453325422686716
326DEFF8D486,9,0.7113719203479625
73A5A2871074,8,1.0
73F69FA2E0E3,4,0.8492012157746025
F7115AFBA798,14,0.8795349966312379
1BD82BE8C639,2,0.9184337889836888
F245631F4D97,6,0.8472977531761116
B7E3F460802A,0,1.0
D282E21C2DB1,7,1.0
A7A467BDEE14,0,1.0
1A26AFD79998,1,1.0
76764A83DA39,12,1.0
3BE93D14041D,7,1.0
80FC88FA6032,3,1.0
6D7E6399624E,1,1.0
B6B7196E454E,2,0.8399528996918163
B94E4F75BA1D,0,1.0
63FC4B44DCF4,17,1.0
61E75F6539D8,-1,0.0
70FBC86A01C6,2,1.0
5BDF483698A5,7,0.8723155854443306
B460B20EE678,2,1.0
9F71393177F9,9,1.0
B0AD7021AB07,6,1.0
728BCEE2399D,5,1.0
7F220FD6CACF,1,1.0
F54BD89B665A,4,1.0
C6CD02160C0D,12,0.9754000430709132
0E5BCFB10650,6,0.9411250176703525
00D304153840,7,1.0
B78889CD7103,1,1.0
BA117C57D525,0,1.0
763EF698F56B,4,1.0
F2C57EEEF02C,6,1.0
287CDB5117E0,0,1.0
A817C51F0787,3,0.7564110058352593
596BD7B2FE5F,2,0.8366651437175057
8D6EE82E31D0,1,0.9478858115485039
DDBE5B47593D,3,1.0
6B0FE655BCD1,0,1.0
C65C1B3AA577,0,1.0
E98F49492C8B,9,1.0
451E8369BB76,4,1.0
D242BBCBEAFB,4,1.0
E88DDA2FB4EA,2,0.893302871303939
E450F87DBD79,3,1.0
53E064890ABC,11,1.0
97DD2D770B03,0,1.0
7E873F1E93C2,11,1.0
3E6D1917A314,2,0.785260491585051
57280EFE34F4,1,1.0
5BBC05802470,1,1.0
B40F33AD93D5,0,1.0
4023681265EF,7,1.0
F1AFDB5CEB25,1,1.0
DE2A70D1284E,7,1.0
77C40DA262AC,10,0.8543857775142474
36F89CC566E6,1,1.0
EBDFD68450A0,13,0.947263218845528
5E295D2E7B76,2,1.0
1840AEC2DC71,0,1.0
396A37B6D921,1,1.0
BBF34C059226,2,0.821176497554798
392F93BC6499,2,1.0
AF637B7047FB,11,1.0
82BC11EA5744,2,0.7830827957544249
FC79A84D783B,0,1.0
AB199403D486,2,1.0
CFAFADA9A2C3,2,1.0
76D43DB8CC85,10,1.0
305B4157DD19,0,1.0
509A6BA813C0,10,1.0
4BDCA46AC00E,12,1.0
9447D5C6EA03,8,1.0
1ED8279252FB,0,1.0
3B9A70FC3744,0,0.8725924684834108
B64326635AB6,2,1.0
D0B2235710B6,8,0.9219198808501435
5B222B47AA21,7,1.0
5D724F93F765,2,1.0
9BD577FF5D3C,12,0.40429612958470135
13224DF00A6A,7,1.0
C1CC3C045CCB,5,1.0
DFD135E81E40,0,1.0
47470951BBDB,5,0.8001118539025651
9E298AE3C1C9,8,0.9502865307993921
88DD3D58EA57,10,1.0
45775C79FA64,4,1.0
6C9A5A8FA2F9,0,1.0
1FD98DABF889,2,0.8168579404388413
A0DEA37279E9,1,1.0
2C8EA34FDC34,0,1.0
FA2BC6C3A09B,6,1.0
6A273D6F0816,6,1.0
2B23459A3938,15,1.0
1361D5E04DC3,0,1.0
E5F4C8EB99A4,1,1.0
C3194A4504F5,4,1.0
E481765F7DDF,0,0.9216968848811141
C31E318BE4C1,11,1.0
274CB6483DB9,1,1.0
0DEDD9E3222F,1,1.0
A20D6E252177,0,1.0
14CC75D0E9D0,12,0.9518188994735314
AF345723174D,7,1.0
0548DE784D69,2,0.8720238979806021
26B8039AB3E7,14,0.461357857525685
8AC3B251DDDF,0,1.0
B24EE1A93A0B,2,1.0
1357329AAA22,0,1.0
18A22DA09EF0,10,1.0
6F8200CADE90,1,1.0
C2A6C69714EC,7,1.0
815D2A09CF1B,8,1.0
BE0B11659D82,16,1.0
405A9A2516C4,7,0.9020636755530196
49586CD6A649,3,0.8753112698836478
D994B051E6A2,10,0.6714026717918569
4DC0660FD777,7,1.0
C1EAD0C50570,11,1.0
6C014506F9A2,9,1.0
3B93FA6833FA,12,1.0
DA8115F12B50,10,0.7283040625838133
A8B5DBFB7936,0,1.0
B8EAF80A1409,6,0.8528180684804274
163F5BC5FDF3,10,1.0
CB86688CF491,1,1.0
A279E174CA64,-1,0.0
F163B4249C07,9,0.8689103994693353
2BAB4CB3573E,14,1.0
95CB51270760,0,1.0
7323FA189167,10,0.9969788065724304
4195C11B8348,0,1.0
B8D9250543E0,2,1.0
A455B4430327,10,1.0
2714214F7D9E,5,1.0
776FBF88E6FF,4,1.0
3F98D44407D0,1,1.0
23AA5F45C05B,13,1.0
B5DBDEBA4B23,17,1.0
E5B076EB95A7,3,1.0
38F0C2290179,0,1.0
7699AA6DF309,2,0.8309745720843983
1F0B13A90754,0,1.0
5875D6BFC687,1,1.0
C6B21B6E5767,4,1.0
AB127AC65E33,5,1.0
F64457891D40,0,1.0
C5C6DED9C790,-1,0.0
216A05AF987E,1,1.0
